student_id,gender,major,study_hours_per_week,attendance_rate,prior_gpa,extracurricular_activities,part_time_job,final_gpa
STU00648,M,Economics,10.3,53.8,2.72,1,1,1.65
STU00277,m,Computer Engineering,2.1,86.0,2.03,0,0,1.35
STU00944,F,Economics,2.4,60.7,2.38,1,1,2.03
STU00321,M,Mathematics,,,,0,0,2.44
STU00651,Male,Business Administration,3.5,76.2,4.0,0,0,2.17
STU00848,f,Electrical Engineering,7.5,89.3,2.2,0,1,2.3
STU00487,m,Mathematics,3.2,81.4,2.69,0,0,2.09
STU01179,F,Data Science,11.7,90.7,2.81,1,1,2.88
STU00483,Female,Computer Engineering,2.3,68.8,3.08,1,1,1.82
STU00442,f,Data Science,4.9,67.4,3.32,0,0,1.72
STU00503,Female,Mathematics,3.3,71.3,2.59,0,0,1.71
STU00639,m,Electrical Engineering,7.7,82.3,3.45,0,0,2.16
STU00582,Male,Mathematics,10.2,73.1,2.22,1,0,1.97
STU00942,Female,Computer Engineering,4.6,89.1,3.07,0,0,1.75
STU00750,F,Computer Engineering,4.6,49.2,2.25,0,1,1.42
STU00916,M,Data Science,,,,0,0,2.56
STU00576,f,Computer Engineering,5.5,70.1,4.0,0,0,2.01
STU00673,Female,Computer Engineering,8.6,89.6,3.29,1,1,2.57
STU00845,F,Business Administration,7.7,92.7,1.52,1,0,2.21
STU00713,f,Electrical Engineering,8.2,89.0,2.44,1,0,2.43
STU00927,Female,Economics,5.8,88.5,2.59,1,1,1.82
STU00397,m,Mathematics,2.2,41.8,3.73,0,0,1.98
STU00946,M,Computer Engineering,3.0,88.0,3.0,0,1,1.99
STU00862,F,Mathematics,4.3,100.0,2.67,1,0,2.14
STU00188,M,Economics,1.9,82.9,2.71,1,0,2.14
STU01083,M,Economics,,,,0,0,2.47
STU00849,f,Business Administration,10.0,82.5,2.39,0,1,1.54
STU00490,f,Mathematics,2.6,100.0,3.18,0,1,2.24
STU01105,m,Electrical Engineering,3.1,80.0,3.21,1,1,2.35
STU00907,F,Computer Engineering,7.5,83.4,3.57,0,0,2.15
STU01155,Male,Data Science,6.0,59.0,3.34,1,1,2.08
STU00122,M,Computer Engineering,5.9,76.4,3.32,0,0,2.33
STU00009,Female,Economics,12.7,51.8,4.0,1,0,2.52
STU00273,m,Data Science,3.6,96.8,2.55,1,1,2.04
STU00164,Female,Computer Engineering,5.2,79.5,2.1,0,0,1.78
STU00804,m,Data Science,1.4,100.0,2.67,1,0,1.96
STU00786,f,Data Science,1.9,85.4,2.4,0,0,1.71
STU00622,Female,Business Administration,5.0,81.4,2.91,0,0,2.07
STU00101,m,Data Science,1.3,58.4,2.66,0,0,1.67
STU00992,Female,Economics,3.2,97.2,1.72,1,1,1.6
STU00351,Female,Data Science,2.0,95.9,3.35,0,0,2.3
STU00373,f,Data Science,2.6,100.0,2.45,1,1,1.14
STU00571,M,Economics,2.2,70.4,2.71,1,1,1.19
STU00560,m,Computer Engineering,13.4,54.0,1.74,0,0,1.55
STU00726,Male,Economics,10.9,93.2,1.85,0,0,2.17
STU00271,f,Economics,4.3,53.2,2.7,1,0,1.52
STU00621,Female,Business Administration,10.6,95.2,2.74,1,0,2.6
STU00996,f,Electrical Engineering,4.5,79.4,3.24,0,0,2.3
STU00689,m,Business Administration,8.4,82.0,2.74,0,0,1.85
STU00645,m,Data Science,5.4,78.7,3.85,0,0,2.09
STU00239,f,Electrical Engineering,,,,0,0,1.61
STU01178,Female,Electrical Engineering,3.0,70.4,2.92,0,1,1.79
STU00076,F,Mathematics,7.1,97.0,3.97,1,0,2.64
STU00223,F,Data Science,5.1,91.8,2.58,0,1,1.58
STU00662,M,Economics,9.6,72.5,2.6,0,1,1.92
STU00642,M,Mathematics,2.3,70.6,2.81,0,0,1.72
STU00830,M,Economics,1.2,83.1,2.69,0,0,2.14
STU00962,Female,Electrical Engineering,5.4,67.7,2.59,0,0,2.23
STU01163,m,Economics,4.9,76.3,3.01,0,0,1.91
STU00518,f,Computer Engineering,3.8,64.1,2.71,0,1,2.12
STU00931,Male,ECONOMICS,4.7,94.1,3.01,0,0,2.15
STU00460,m,Electrical Engineering,5.4,78.3,1.57,0,0,1.5
STU00311,M,Mathematics,3.4,94.5,2.62,1,1,1.75
STU00018,m,Business Administration,11.7,60.9,2.23,0,1,2.07
STU00191,F,Economics,1.9,100.0,3.59,0,1,2.66
STU00413,m, Electrical Engineering  ,11.8,88.3,2.27,0,0,2.12
STU00936,M,Business Administration,3.8,100.0,2.56,1,0,2.02
STU01061,m,Computer Engineering,0.3,100.0,3.39,0,1,2.59
STU00280,m,Mathematics,1.3,91.1,3.27,0,0,2.44
STU00499,Male,Economics,2.2,92.9,2.0,1,1,1.74
STU00328,Female,DATA SCIENCE,7.4,100.0,2.59,0,1,1.99
STU00000,f,Electrical Engineering,4.0,95.2,2.81,1,1,2.14
STU00572,Male,Economics,1.9,96.7,3.54,0,1,2.01
STU00876,Female,Economics,1.1,90.9,2.36,1,1,1.4
STU00755,Male,Economics,4.5,83.0,2.7,0,0,1.82
STU01086,M,Data Science,3.0,100.0,2.97,0,0,2.18
STU00609,Female,Electrical Engineering,8.8,92.4,2.35,0,0,1.69
STU00741,M,Computer Engineering,2.3,83.5,2.95,1,1,1.81
STU00954,f,Economics,1.1,100.0,2.57,1,0,1.95
STU00906,M,Computer Engineering,3.3,79.5,2.71,1,0,1.61
STU00339,f,Computer Engineering,4.9,79.6,2.25,1,0,1.91
STU00182,m,Electrical Engineering,2.4,80.8,3.03,0,1,1.65
STU00493,F,Data Science,8.3,56.7,2.57,0,0,2.33
STU00933,Female,Electrical Engineering,9.2,89.9,3.64,0,0,1.81
STU00781,F,Computer Engineering,4.8,71.2,2.26,0,0,1.5
STU00096,f,Computer Engineering,9.1,64.2,2.34,0,1,1.05
STU00666,m,Data Science,3.3,81.2,2.79,0,1,1.62
STU00055,f,Data Science,11.5,88.6,2.08,0,0,2.19
STU00350,Female,Business Administration,3.7,100.0,2.46,1,0,2.21
STU00836,f,Electrical Engineering,2.9,100.0,2.81,0,0,2.37
STU00771,m,Economics,6.1,72.7,2.49,0,1,1.64
STU00039,F,Data Science,6.5,58.2,2.62,1,0,1.88
STU00522,m,Computer Engineering,3.7,73.1,1.95,0,0,1.39
STU01149,F,Electrical Engineering,12.4,85.1,3.92,1,0,3.38
STU01101,m,Electrical Engineering,14.8,83.7,2.86,1,1,2.1
STU00304,Male,Computer Engineering,6.9,88.6,2.7,0,0,1.9
STU00215,Female,Data Science,5.1,92.3,3.15,1,0,1.58
STU00825,Female,Economics,3.0,79.1,2.68,0,0,1.33
STU00298,m,Computer Engineering,2.3,100.0,3.34,1,1,2.22
STU00371,f,Economics,2.6,96.1,2.84,0,0,2.03
STU00538,M,Mathematics,12.4,91.7,2.58,0,1,2.31
STU01051,M,Data Science,3.0,66.9,3.08,1,0,2.26
STU00696,Female,Business Administration,4.1,87.6,2.49,0,0,1.94
STU00237,f,Mathematics,6.4,50.2,3.1,0,0,1.94
STU00376,Male,Electrical Engineering,5.2,87.3,2.03,0,1,1.69
STU00088,Female,Computer Engineering,6.8,100.0,2.35,0,0,2.38
STU01015,Male,Data Science,5.0,72.6,2.63,0,0,2.35
STU00529,Female,Economics,5.1,63.8,3.19,1,0,2.21
STU01198,f,Electrical Engineering,9.3,83.9,2.92,1,1,2.0
STU01085,Female,Mathematics,3.4,82.1,2.67,0,1,1.89
STU00268,M,Economics,8.9,78.0,3.11,1,1,2.0
STU00038,M,Electrical Engineering,11.5,81.0,2.99,1,0,2.39
STU00152,f,Economics,7.7,71.9,3.16,0,0,2.44
STU00079,Female,Computer Engineering,4.5,100.0,2.78,1,0,2.09
STU00429,m,Business Administration,1.7,85.7,2.44,0,1,2.0
STU00241,f,Computer Engineering,3.3,82.6,2.42,1,0,1.93
STU01060,Male,Mathematics,,,,1,0,2.22
STU00844,Male,Economics,4.2,71.8,3.2,1,0,2.4
STU00389,f,Data Science,10.8,93.9,3.66,1,1,2.63
STU00345,f,Electrical Engineering,7.8,82.7,4.0,0,0,2.84
STU01114,Male,Electrical Engineering,2.6,71.1,2.43,1,0,2.09
STU00174,m,Data Science,1.8,85.6,2.47,0,0,1.72
STU01131,Male,Business Administration,7.1,100.0,1.68,0,0,1.4
STU00506,f,Business Administration,6.0,74.5,2.47,1,0,2.38
STU01040,f,Economics,6.6,66.8,3.32,1,0,1.62
STU00024,F,Data Science,3.8,67.4,3.25,1,1,2.15
STU00161,F, Economics  ,7.0,78.8,2.9,1,1,1.95
STU01034,f,Data Science,12.8,98.3,3.28,1,0,3.25
STU00694,F,Electrical Engineering,8.4,78.0,3.09,0,0,1.68
STU00585,Male,Data Science,10.1,89.1,2.48,0,0,2.14
STU00119,Male,COMPUTER ENGINEERING,3.7,87.9,2.62,0,1,1.78
STU00058,Male,Mathematics,4.0,45.3,2.14,0,0,1.19
STU00262,m,Electrical Engineering,4.6,82.5,2.86,1,0,2.35
STU01116,F,Electrical Engineering,6.2,97.0,2.8,1,0,3.25
STU00570,f,Computer Engineering,5.1,100.0,3.04,0,0,2.23
STU00999,Male,Business Administration,3.3,91.3,3.47,0,0,1.87
STU00168,M,Business Administration,5.4,64.3,2.82,1,1,2.25
STU00081,Female,Data Science,,,,1,1,2.46
STU01167,Female,Electrical Engineering,8.5,100.0,3.5,1,0,2.53
STU00776,f,Electrical Engineering,7.1,92.1,2.15,0,0,2.43
STU00738,f,Computer Engineering,8.5,76.8,2.9,0,0,1.83
STU00910,M,Data Science,1.1,95.4,2.45,0,0,1.86
STU01031,Female,Business Administration,3.1,66.9,3.46,0,0,2.15
STU01078,Male,Data Science,4.4,96.8,2.22,1,1,1.0
STU00221,Female,Data Science,5.5,90.6,3.49,0,1,2.43
STU00770,m, Computer Engineering  ,19.0,62.3,2.44,1,1,2.43
STU01145,M,Mathematics,7.4,81.8,2.41,1,0,1.8
STU00410,f,Business Administration,15.7,86.4,2.28,1,1,2.25
STU00864,f,Data Science,6.4,75.7,1.92,0,0,1.82
STU00784,Female,Mathematics,4.9,73.1,1.71,1,1,1.84
STU00113,Male,Electrical Engineering,2.0,96.7,2.68,0,1,1.77
STU01035,m,Mathematics,3.4,77.1,2.98,0,1,1.7
STU00435,f,Mathematics,3.8,71.0,3.84,1,0,2.32
STU00083,m,Business Administration,9.8,86.3,3.66,1,0,3.47
STU00092,M,Business Administration,2.5,92.5,2.55,0,1,1.84
STU00301,M,Computer Engineering,9.1,64.7,3.32,1,1,2.32
STU00019,M,BUSINESS ADMINISTRATION,8.6,68.5,3.67,1,0,2.43
STU00558,Female,Electrical Engineering,4.2,85.4,2.67,0,0,2.18
STU00185,m,Data Science,4.5,85.6,2.69,1,1,2.21
STU00227,Male,Electrical Engineering,11.0,100.0,2.34,0,1,2.06
STU00209,F,Business Administration,5.3,90.6,2.71,1,0,2.0
STU00333,M, Business Administration  ,2.3,100.0,3.63,1,0,2.71
STU00607,Female,Computer Engineering,4.9,78.4,2.91,0,0,1.89
STU00527,M,Business Administration,4.2,93.7,1.73,1,1,1.88
STU00231,F,Economics,3.1,68.2,3.68,1,0,2.25
STU00911,f,Electrical Engineering,0.9,80.2,3.05,0,0,2.22
STU00508,M,Computer Engineering,3.3,72.2,3.03,1,1,1.75
STU00428,M,Computer Engineering,3.3,67.3,3.4,0,0,2.66
STU00314,Female,Mathematics,,,,0,1,1.8
STU00080,Male,Economics,3.1,94.5,1.93,0,0,2.41
STU00790,F, Business Administration  ,12.6,77.3,2.48,1,0,2.73
STU01106,M,Mathematics,7.2,100.0,2.73,1,0,2.28
STU00617,F,Business Administration,10.1,70.6,1.96,0,1,1.89
STU00551,F,Business Administration,5.0,82.7,2.45,0,1,1.81
STU00671,Female,Data Science,6.8,83.6,2.96,1,1,2.61
STU01058,m,Mathematics,7.3,100.0,2.79,1,0,2.26
STU00238,M,Business Administration,3.3,62.0,2.89,0,1,1.77
STU00137,m,Electrical Engineering,10.7,77.4,3.66,0,0,2.28
STU00025,Female,Computer Engineering,5.7,74.8,3.37,1,1,2.54
STU01064,m,Data Science,,,,0,1,1.36
STU01141,F,Business Administration,8.5,77.1,2.76,1,1,2.2
STU00340,Female,Computer Engineering,5.1,75.3,2.97,1,0,2.28
STU00061,M,Data Science,5.4,82.9,1.71,1,1,2.06
STU00307,Male,Economics,3.1,100.0,2.24,0,0,2.02
STU00904,F,Electrical Engineering,8.9,72.3,1.65,0,0,1.5
STU00922,M,Data Science,11.6,88.6,3.65,0,0,2.76
STU00158,M,Data Science,1.0,97.1,2.08,0,1,1.82
STU00523,Male,Electrical Engineering,8.3,67.2,3.07,1,1,2.03
STU00752,F,Electrical Engineering,2.2,68.0,3.23,0,1,1.88
STU00471,m,ECONOMICS,9.4,89.2,2.02,0,0,1.61
STU00017,Female,Business Administration,2.3,84.9,1.94,0,0,1.89
STU01195,F,Economics,6.6,86.0,2.37,0,0,2.64
STU00067,Female, Computer Engineering  ,9.1,82.2,3.37,0,0,2.77
STU01158,m,Electrical Engineering,3.8,74.9,2.28,1,0,1.62
STU01036,Female,Business Administration,4.1,64.1,3.58,1,1,1.74
STU00721,Male,Electrical Engineering,2.9,72.8,2.17,0,0,1.6
STU00112,Female,Economics,1.9,89.6,2.03,0,1,1.56
STU00725,F,Electrical Engineering,3.4,64.2,3.27,1,0,2.13
STU00516,F,Mathematics,5.0,62.8,3.03,0,0,1.7
STU01049,m,Business Administration,3.1,73.6,1.84,1,1,1.63
STU00415,Male,Mathematics,12.3,87.8,2.65,0,0,2.0
STU00263,F,Economics,3.5,88.8,1.72,1,0,1.52
STU01112,M,Economics,4.3,87.4,3.54,1,1,2.44
STU00846,F,Economics,9.7,100.0,2.45,1,0,1.89
STU00291,Female,Business Administration,3.2,100.0,2.94,0,0,2.24
STU00251,Female,Data Science,3.6,76.2,1.42,0,0,1.17
STU00605,m,Economics,5.7,64.8,3.75,1,1,1.83
STU01025,M,Business Administration,4.6,69.6,2.38,0,0,1.86
STU00380,Female,Electrical Engineering,5.0,84.8,2.08,0,0,2.06
STU01075,Female,Data Science,4.5,60.2,1.87,0,1,1.51
STU00967,f,Mathematics,2.7,86.0,2.82,0,0,2.39
STU00367,f,Business Administration,1.8,63.0,2.65,1,1,1.83
STU00402,F,Business Administration,9.6,100.0,3.32,1,1,2.33
STU00678,F,Electrical Engineering,9.3,80.5,1.45,0,0,1.87
STU01150,M,Economics,6.7,76.9,2.32,0,1,1.7
STU01026,M,Business Administration,9.1,100.0,2.7,1,0,2.65
STU00899,Female,Electrical Engineering,8.2,69.5,2.39,0,1,1.55
STU00535,M,Economics,4.3,65.3,1.79,1,0,1.87
STU00951,f,Mathematics,3.6,86.2,2.75,1,0,2.09
STU00979,Female,Data Science,6.5,100.0,3.61,1,0,3.07
STU00496,m,Electrical Engineering,6.3,80.1,2.82,0,1,1.74
STU01102,F,Mathematics,6.6,68.9,2.93,1,1,1.87
STU00459,f,Computer Engineering,3.2,62.3,2.28,1,0,1.21
STU00211,F,Electrical Engineering,,,,1,0,2.42
STU00937,Male,Computer Engineering,6.4,67.6,3.23,0,0,1.85
STU00173,F,Electrical Engineering,2.2,95.6,2.84,0,0,1.97
STU00192,F,Data Science,3.5,77.6,3.11,0,0,2.06
STU00142,F,Economics,9.2,96.1,2.96,1,1,2.15
STU00229,Female,Business Administration,9.3,77.8,2.72,0,1,1.79
STU00569,M,Electrical Engineering,5.5,86.5,2.22,1,1,2.35
STU00758,M,Data Science,7.8,80.0,3.72,0,1,2.83
STU00597,Female,Mathematics,11.7,61.9,3.08,1,0,2.05
STU00761,F,Electrical Engineering,16.1,56.9,2.07,0,0,1.98
STU00154,Female,Data Science,3.3,100.0,3.25,0,0,2.34
STU00884,F,Data Science,3.3,72.2,2.59,0,0,1.52
STU01018,Male,Data Science,7.9,86.6,3.33,0,0,2.32
STU00074,M,Mathematics,2.1,92.6,1.93,0,1,1.34
STU00808,m,Computer Engineering,1.9,63.4,3.65,1,1,2.49
STU00414,M,Electrical Engineering,3.8,84.4,1.99,1,0,1.9
STU00930,F,Electrical Engineering,7.4,68.8,2.23,0,0,1.12
STU00640,f,Data Science,1.8,86.7,3.17,1,0,1.81
STU00233,m, Mathematics  ,4.2,76.9,3.18,1,0,2.07
STU00020,F,Economics,4.8,77.9,2.27,1,0,1.99
STU01120,m,Computer Engineering,6.2,100.0,3.27,0,1,2.07
STU00029,f,Electrical Engineering,5.0,86.8,2.18,0,0,2.01
STU00803,f,Mathematics,4.6,63.5,2.63,0,1,1.86
STU00882,M,Business Administration,21.8,36.2,2.51,1,1,1.54
STU01054,F,Economics,3.2,74.4,2.5,0,0,1.85
STU00290,M,Economics,4.3,81.4,3.83,0,1,1.91
STU00914,Male,Data Science,4.7,81.5,2.03,1,0,1.85
STU00114,F,Economics,6.4,93.3,2.78,0,0,2.36
STU00465,F,Mathematics,3.9,92.8,2.66,1,0,1.88
STU00889,m,Mathematics,0.7,83.4,2.45,0,0,1.62
STU00167,Female,Business Administration,13.9,100.0,4.0,1,0,3.21
STU00407,m,Computer Engineering,3.0,91.5,3.04,0,0,2.27
STU00320,M,Economics,5.0,94.2,2.46,1,0,2.29
STU01166,m,Business Administration,7.8,96.0,2.33,0,1,2.11
STU00897,m,Business Administration,5.7,67.4,3.32,0,1,2.22
STU00704,m,Economics,4.4,67.7,2.35,0,0,1.32
STU00920,f,Business Administration,6.6,86.6,1.75,0,1,1.85
STU00566,f,Electrical Engineering,4.0,91.3,2.67,0,1,1.56
STU00598,F,Business Administration,12.2,78.7,2.92,0,0,2.15
STU00257,M,Business Administration,5.3,97.3,2.73,0,0,2.14
STU00255,F,Data Science,14.3,61.4,1.83,1,1,1.77
STU00727,m,BUSINESS ADMINISTRATION,11.8,83.2,2.68,0,0,2.27
STU00705,Female,Business Administration,2.1,94.8,1.97,1,0,1.71
STU00987,Female,Business Administration,1.7,100.0,2.54,0,0,2.05
STU00497,Female,Computer Engineering,4.8,79.1,2.05,0,0,1.9
STU00898,Female,Data Science,1.6,94.4,2.54,1,0,2.04
STU00130,Male,Economics,3.8,100.0,4.0,0,0,2.84
STU01197,m,Business Administration,2.4,78.4,3.32,0,0,2.37
STU00100,f,Mathematics,5.7,88.2,2.99,0,1,2.46
STU00171,M,Computer Engineering,9.0,73.9,3.15,0,1,2.3
STU00491,F,Mathematics,4.2,72.4,2.44,1,0,1.98
STU01133,Female,Computer Engineering,5.1,82.1,3.53,0,0,2.3
STU00110,Male, Data Science  ,9.0,89.6,2.69,1,0,2.52
STU01020,F,Business Administration,3.2,74.0,2.71,1,0,2.24
STU00712,F,Data Science,4.3,74.0,1.79,0,0,1.1
STU00827,f,Business Administration,5.6,73.4,4.0,0,0,2.81
STU01019,M,Electrical Engineering,4.9,80.4,3.11,1,1,2.06
STU00960,M,DATA SCIENCE,5.4,97.2,2.17,1,0,2.1
STU00659,M,Computer Engineering,5.9,87.2,2.65,1,0,1.9
STU00270,m,Electrical Engineering,3.5,95.8,2.55,1,0,2.15
STU00063,f,Economics,4.2,82.7,2.25,0,0,1.41
STU00393,F,Computer Engineering,2.1,58.1,2.48,1,1,1.77
STU01094,f,Economics,4.8,99.5,2.42,0,0,2.18
STU00892,M,Mathematics,2.8,93.6,2.38,0,0,2.27
STU00543,f,Data Science,7.4,63.6,2.47,0,0,1.6
STU00778,M,Electrical Engineering,3.7,86.0,3.49,0,0,2.1
STU00169,F,Computer Engineering,6.5,78.9,3.38,0,0,2.48
STU00036,Male,Electrical Engineering,2.3,57.1,2.74,1,0,2.1
STU00243,Male,ELECTRICAL ENGINEERING,7.1,100.0,3.58,0,1,2.32
STU00082,m,Business Administration,1.4,74.5,3.05,1,0,2.19
STU00945,f,Business Administration,0.9,71.1,2.91,0,0,1.77
STU00860,M,Data Science,8.5,83.2,2.01,1,1,1.58
STU00372,F,Computer Engineering,3.4,89.1,3.23,1,0,2.17
STU01046,Male,Computer Engineering,6.3,80.9,3.51,1,0,2.47
STU00751,M,Mathematics,4.4,73.5,2.11,1,1,2.01
STU00507,f,Data Science,4.9,33.9,3.24,0,0,1.39
STU01037,M, Data Science  ,17.4,70.9,1.89,1,0,2.5
STU00584,f,Data Science,4.1,67.7,2.89,1,0,1.69
STU00511,M,Mathematics,3.6,72.4,3.9,1,0,2.37
STU00177,f,Computer Engineering,3.0,77.8,3.46,0,1,2.09
STU00276,Female,Data Science,8.1,100.0,2.59,0,1,2.1
STU00879,m,Computer Engineering,6.5,78.5,2.51,0,0,1.91
STU00547,F,Mathematics,8.2,100.0,2.38,0,0,2.79
STU00719,f,Business Administration,2.0,86.9,2.53,1,0,1.51
STU00476,Female,Data Science,3.7,73.5,2.72,1,0,1.97
STU00225,F,Mathematics,5.8,87.2,2.82,0,1,1.93
STU00632,Female, Data Science  ,1.7,63.1,3.38,1,0,2.0
STU00216,M,Data Science,4.8,80.5,2.57,0,1,2.08
STU01053,F,Economics,1.7,77.7,1.44,1,0,1.13
STU00837,Female,Computer Engineering,5.9,84.1,3.17,0,1,1.59
STU00180,F,Mathematics,6.4,81.9,3.28,1,0,1.66
STU00918,M,Economics,5.0,95.6,2.87,1,0,1.58
STU00745,f,Business Administration,10.7,72.3,1.71,0,1,1.84
STU00901,f,Data Science,3.1,58.6,3.54,0,0,2.23
STU01154,F,Economics,,,,0,0,1.96
STU00677,Male,Computer Engineering,11.8,72.9,2.65,1,0,2.84
STU00638,m,Electrical Engineering,3.3,62.5,1.89,1,0,1.52
STU00044,F,Computer Engineering,2.8,81.7,3.46,0,1,1.71
STU00264,M,Economics,6.0,80.7,3.61,0,0,2.57
STU01088,f,COMPUTER ENGINEERING,2.0,79.7,3.03,0,0,1.96
STU01170,M,Mathematics,5.3,92.8,2.8,0,1,2.0
STU00896,F,Electrical Engineering,15.1,76.8,2.55,1,0,2.24
STU00850,m,Business Administration,4.3,72.1,2.71,0,1,1.89
STU00094,Male,Mathematics,5.0,91.1,3.35,1,1,1.85
STU00175,m,Economics,3.5,94.1,2.23,1,0,1.34
STU00398,m,Electrical Engineering,5.0,82.7,2.83,0,1,2.19
STU00332,f,Electrical Engineering,7.0,79.8,3.69,0,0,2.08
STU01056,M,Economics,5.1,79.0,2.93,0,0,2.6
STU00031,Male,COMPUTER ENGINEERING,4.2,82.4,3.17,1,1,1.96
STU00744,Male,Computer Engineering,2.3,86.9,3.12,1,1,1.99
STU00374,M,Business Administration,3.5,98.5,2.84,0,0,1.74
STU00408,Female,Electrical Engineering,6.8,74.4,2.2,1,0,1.97
STU00685,Female,Electrical Engineering,5.2,78.4,2.77,1,0,2.1
STU00418,M,Business Administration,12.5,97.1,2.24,1,0,2.33
STU00144,Female,Mathematics,2.7,54.7,3.06,1,0,1.96
STU00265,F,Economics,10.2,100.0,3.18,0,0,2.6
STU00986,F,Business Administration,6.5,74.2,2.69,1,0,2.13
STU00014,M,Business Administration,4.1,100.0,2.37,0,0,2.36
STU01118,Female,Computer Engineering,2.4,92.6,2.56,0,1,1.61
STU00528,m,Data Science,3.2,87.0,3.15,1,0,2.16
STU00391,Female,Economics,16.0,87.3,2.11,1,0,2.49
STU00853,f,Electrical Engineering,6.4,83.4,2.33,1,1,2.27
STU00729,m,Electrical Engineering,12.7,95.4,2.95,1,0,2.75
STU00801,F,Computer Engineering,3.0,100.0,3.62,1,1,2.48
STU00078,Male,Data Science,3.8,43.7,3.36,0,0,1.7
STU00603,f,Computer Engineering,9.5,100.0,3.58,0,0,2.63
STU00387,m,Business Administration,7.4,98.7,3.07,0,0,2.73
STU00183,Female,Mathematics,1.6,60.6,3.15,0,0,1.89
STU00835,F,Economics,3.8,84.5,2.49,1,0,1.9
STU00190,F,Computer Engineering,,,,1,0,1.81
STU00364,m,Economics,4.5,95.6,2.76,0,0,2.7
STU00868,M,Economics,2.4,80.8,1.79,0,0,1.31
STU01159,m,Data Science,,,,1,0,2.43
STU00245,F,Electrical Engineering,6.4,93.8,2.44,1,0,2.46
STU00881,Female,Computer Engineering,6.9,53.6,3.43,1,0,1.96
STU00274,M,Data Science,8.2,87.9,2.6,0,0,2.18
STU00147,M,Electrical Engineering,1.4,73.9,1.44,1,0,1.16
STU01129,f,Data Science,9.2,86.8,3.12,1,0,2.12
STU00294,m,Computer Engineering,3.9,54.4,3.29,0,0,1.66
STU00324,M,Electrical Engineering,12.8,76.4,3.43,0,0,2.51
STU00770,m,Computer Engineering,19.0,62.3,2.44,1,1,2.43
STU00799,F,Computer Engineering,4.7,79.1,2.72,1,0,2.47
STU00539,m,Mathematics,4.7,73.5,3.73,1,0,2.48
STU00676,Female,Mathematics,14.0,100.0,2.96,1,1,2.44
STU01134,M,Electrical Engineering,9.6,70.8,3.67,1,0,2.45
STU00900,Female,Electrical Engineering,3.2,87.4,3.35,0,0,2.13
STU00768,F,Data Science,14.0,90.5,3.19,1,1,2.52
STU00005,M,Computer Engineering,7.2,95.9,2.79,0,0,2.67
STU00974,M,Mathematics,3.4,85.5,3.43,0,1,1.91
STU01168,M,Computer Engineering,10.9,90.7,2.92,0,0,2.15
STU00103,Male,Economics,10.0,93.9,3.49,0,0,2.67
STU00210,Male,COMPUTER ENGINEERING,2.3,83.5,4.0,1,1,2.14
STU00041,m,Electrical Engineering,4.7,81.9,3.34,1,1,1.95
STU00377,Female,Data Science,7.7,81.9,2.93,0,0,2.4
STU00146,Female,COMPUTER ENGINEERING,8.5,70.7,2.2,1,0,1.9
STU01110,M,Data Science,1.9,80.6,3.05,1,0,2.18
STU01089,F,Electrical Engineering,17.3,49.6,2.63,1,1,2.24
STU00205,f,Electrical Engineering,3.7,73.3,1.93,1,1,1.25
STU01068,f,Data Science,4.6,75.4,3.6,1,0,1.94
STU00027,f,Data Science,1.9,73.8,1.78,0,0,1.42
STU01104,Male,Electrical Engineering,4.7,85.5,3.03,0,0,2.17
STU01137,f,Economics,5.5,53.7,3.33,1,0,2.08
STU00204,Female,Computer Engineering,3.2,64.6,3.03,0,1,1.45
STU00670,M,Electrical Engineering,2.0,81.1,2.69,0,0,1.91
STU00624,Female,Computer Engineering,9.4,85.1,2.88,0,0,2.3
STU00411,Female,Electrical Engineering,5.9,88.8,2.39,1,1,2.04
STU00740,f,DATA SCIENCE,4.3,70.2,4.0,1,0,2.17
STU01032,Male,Computer Engineering,7.9,66.6,3.5,0,0,1.83
STU00073,Male,Mathematics,5.6,100.0,3.41,0,0,2.44
STU01142,Male,Mathematics,16.1,79.0,3.89,1,0,3.38
STU00998,M,Business Administration,4.3,94.9,2.06,0,0,2.02
STU00206,F,Economics,0.9,71.7,2.71,0,1,1.68
STU00867,m,Economics,7.1,72.5,2.79,1,0,2.46
